ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
713069,Photo,Common Cuckoo,Cuculus canorus,,Stanislav Harvančík,,,,,,Slovakia,SK-TA,Trnavský kraj,,"Gbely (48.6859, 17.0312)",48.6859000,17.0312000,"","",Unspecified,"","",,IBC1521540,,,,,,"",,,"a young bird in the Great Reed Warbler nest. Elevation: 161 m. Date added to IBC: October 9, 2018.",,Cuculus canorus,comcuc,Species,,,4.00,4,Nest,800,607
713070,Photo,Common Cuckoo,Cuculus canorus,,Stanislav Harvančík,,,,,,Slovakia,SK-TA,Trnavský kraj,,"Gbely (48.6863, 17.0307)",48.6863000,17.0307000,"","",Unspecified,"","",,IBC1521541,,,,,,"",,,"a young bird in the Great Reed Warbler nest. Elevation: 160 m. Date added to IBC: October 9, 2018.",,Cuculus canorus,comcuc,Species,,,4.00,4,Nest,800,637
713071,Photo,Common Cuckoo,Cuculus canorus,,Stanislav Harvančík,,,,,,Slovakia,SK-TA,Trnavský kraj,,"Gbely (48.6858, 17.032)",48.6858000,17.0320000,"","",Unspecified,"","",,IBC1521542,,,,,,"",,,"a young bird in the Great Reed Warbler nest. Elevation: 164 m. Date added to IBC: October 9, 2018.",,Cuculus canorus,comcuc,Species,,,4.00,4,Nest,798,532
713072,Photo,Great Reed Warbler,Acrocephalus arundinaceus,,Stanislav Harvančík,,,,,,Slovakia,SK-TA,Trnavský kraj,,"Gbely (48.6854, 17.0322)",48.6854000,17.0322000,"",Foraging or Eating,Unspecified,"","",,IBC1521543,,,,,,"",,,"Great Reed Warbler feeds a young Cuckoo in his nest. IBC scientific name: Acrocephalus arundinaceus arundinaceus. Elevation: 163 m. Date added to IBC: October 9, 2018.",,Acrocephalus arundinaceus,grrwar1,Species,,,4.50,10,Nest,800,593
713073,Photo,Short-tailed Field Tyrant,Muscigralla brevicauda,,Agustin Carrasco,,,,,,Ecuador,EC-O,El Oro,,"Puerto Jelí (-3.416, -79.9946)",-3.4160000,-79.9946000,"","",Unspecified,"","",,IBC1521733,,,,,,"",,,"birds. Elevation: 4 m. Date added to IBC: October 10, 2018.",,Muscigralla brevicauda,stftyr1,Species,,,4.00,4,"",2112,2816
713074,Photo,Short-tailed Field Tyrant,Muscigralla brevicauda,,Agustin Carrasco,,,,,,Ecuador,EC-O,El Oro,,"Puerto Jelí (-3.416, -79.9946)",-3.4160000,-79.9946000,"","",Unspecified,"","",,IBC1521734,,,,,,"",,,"birds. Elevation: 4 m. Date added to IBC: October 10, 2018.",,Muscigralla brevicauda,stftyr1,Species,,,3.00,4,"",1704,2272
713075,Photo,Eurasian Spoonbill,Platalea leucorodia,,Ian K Barker,,,,,,Spain,ES-AN-HL,Andalucía,Huelva,"El Rocío (37.1323, -6.4847)",37.1323000,-6.4847000,"",Flying,Unspecified,"","",,IBC1521793,,,,,,"",,,"Flock of Eurasian Spoonbills in flight. IBC scientific name: Platalea leucorodia leucorodia. Elevation: 7 m. Date added to IBC: October 11, 2018.",,Platalea leucorodia,eurspo1,Species,,,2.60,5,"",1776,3160
713077,Photo,Bornean Ground-Cuckoo,Carpococcyx radiceus,,Marc Gálvez,,,,,,Malaysia,MY-12,Sabah,,Kinabatangan River,5.4631000,118.1216000,"","",Unspecified,"","",,IBC1522004,,,,,,"",,,"2 birds seen at Menanggol river. Elevation: 14 m. Date added to IBC: October 12, 2018.",,Carpococcyx radiceus,bogcuc1,Species,,,3.44,9,"",2499,3334
713078,Photo,Bornean Ground-Cuckoo,Carpococcyx radiceus,,Marc Gálvez,,,,,,Malaysia,MY-12,Sabah,,Kinabatangan River,5.4631000,118.1216000,Adult – 1,"",Unspecified,"","",,IBC1522013,,,,,,"",,,"An adult bird . Elevation: 14 m. Date added to IBC: October 12, 2018.",,Carpococcyx radiceus,bogcuc1,Species,,,3.70,10,"",2642,3525
713079,Photo,Pacific Robin (Vanuatu),Petroica pusilla [similis Group],,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6257, 179.7507)",-16.6257000,179.7507000,"","",Unspecified,"","",,IBC1522103,,,,,,"",,,"Pacific Robin by Joe England. A Pacific Robin photographed in the forests of the Natewa peninsula, Vanua Levu, Fiji. IBC scientific name: Petroica pusilla kleinschmidti. Elevation: 281 m. Date added to IBC: October 12, 2018.",,Petroica pusilla,pacrob4,Group,,,1.00,4,"",3264,4928
713080,Photo,Fiji Goshawk,Accipiter rufitorques,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6316, 179.7484)",-16.6316000,179.7484000,"","",Unspecified,"","",,IBC1522104,,,,,,"",,,"Fiji Goshawk by Joe England. A Fiji Goshawk photographed in the forests of the Natewa peninsula, Vanua Levu, by Joe England. Elevation: 236 m. Date added to IBC: October 12, 2018.",,Accipiter rufitorques,fijgos1,Species,,,3.00,4,"",2168,3384
713081,Photo,White-rumped Swiftlet,Aerodramus spodiopygius,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6276, 179.7507)",-16.6276000,179.7507000,"","",Unspecified,"","",,IBC1522105,,,,,,"",,,"White-rumped Swiftlet by Joe England. A White-rumped Swiftlet photographed in the forests of the Natewa Peninsula, Vanua Levu, by Joe England. IBC scientific name: Aerodramus spodiopygius assimilis. Elevation: 271 m. Date added to IBC: October 12, 2018.",,Aerodramus spodiopygius,whrswi2,Species,,,3.40,5,"",1620,3022
713082,Photo,Red Avadavat,Amandava amandava,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6318, 179.7652)",-16.6318000,179.7652000,"","",Unspecified,"","",,IBC1522106,,,,,,"",,,"Red Avadavat (Introduced) by Joe England. Introduced Red Avadavats photographed on the Natewa Peninsula, Vanua Levu, by Joe England. Elevation: 264 m. Date added to IBC: October 12, 2018.",,Amandava amandava,redava,Species,,,2.00,4,"",3264,4928
713083,Photo,Polynesian Starling (Polynesian),Aplonis tabuensis [tabuensis Group],,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6247, 179.7488)",-16.6247000,179.7488000,"","",Unspecified,"","",,IBC1522107,,,,,,"",,,"Polynesian Starling by Joe England. Polynesian Starling photographed in the forests of the Natewa Peninsula by Joe England. IBC scientific name: Aplonis tabuensis vitiensis. Elevation: 301 m. Date added to IBC: October 12, 2018.",,Aplonis tabuensis,polsta2,Group,,,2.00,4,"",2417,1809
713084,Photo,Fiji Woodswallow,Artamus mentalis,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6278, 179.7471)",-16.6278000,179.7471000,"","",Unspecified,"","",,IBC1522109,,,,,,"",,,"Fiji Woodswallow by Joe England. A Fiji Woodswallow photographed in the forests of the Natewa Peninsula by Joe England. Elevation: 298 m. Date added to IBC: October 12, 2018.",,Artamus mentalis,fijwoo1,Species,,,3.00,5,"",1832,2728
713085,Photo,Fan-tailed Cuckoo,Cacomantis flabelliformis,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6292, 179.7483)",-16.6292000,179.7483000,"","",Unspecified,"","",,IBC1522113,,,,,,"",,,"Fan-tailed Cuckoo by Joe England. A Fan-tailed Cuckoo photographed in the forests of the Natewa Peninsula, Vanua Levu, by Joe England. IBC scientific name: Cacomantis flabelliformis simus. Elevation: 269 m. Date added to IBC: October 12, 2018.",,Cacomantis flabelliformis,fatcuc1,Species,,,3.40,5,"",3264,4928
713086,Photo,Swamp Harrier,Circus approximans,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6285, 179.7477)",-16.6285000,179.7477000,"","",Unspecified,"","",,IBC1522114,,,,,,"",,,"Swamp Harrier by Greg Kerr. A Swamp Harrier photographed in the forests of the Natewa Peninsula by Greg Kerr. IBC scientific name: Circus approximans approximans. Elevation: 286 m. Date added to IBC: October 12, 2018.",,Circus approximans,swahar1,Species,,,3.40,5,"",1820,2427
713087,Photo,Fiji Shrikebill (Fiji),Clytorhynchus vitiensis [vitiensis Group],,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6312, 179.7474)",-16.6312000,179.7474000,"","",Unspecified,"","",,IBC1522116,,,,,,"",,,"Fiji Shrikebill by Joe England. A Fiji Shrikebill photographed in the forests of the Natwa Peninsula, Vanua Levu, by Joe England. IBC scientific name: Clytorhynchus vitiensis buensis. Elevation: 241 m. Date added to IBC: October 12, 2018.",,Clytorhynchus vitiensis,fijshr3,Group,,,4.00,5,"",3264,4928
713088,Photo,Metallic Pigeon (Metallic),Columba vitiensis [vitiensis Group],,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6315, 179.7488)",-16.6315000,179.7488000,"","",Unspecified,"","",,IBC1522118,,,,,,"",,,"Metallic Pigeon by Greg Kerr. A Metallic Pigeon photographed in the forests of the Natewa Peninsula, Vanua Levu, by Greg Kerr. IBC scientific name: Columba vitiensis vitiensis. Elevation: 237 m. Date added to IBC: October 12, 2018.",,Columba vitiensis,metpig2,Group,,,4.00,5,"",1590,2120
713089,Photo,"Peale's Imperial-Pigeon",Ducula latrans,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6301, 179.746)",-16.6301000,179.7460000,"","",Unspecified,"","",,IBC1522120,,,,,,"",,,"Barking Imperial Pigeon by Joe England. A Barking Imperial Pigeon photographed on the Natewa Peninsula, Vanua Levu, by Joe England. Elevation: 256 m. Date added to IBC: October 12, 2018.",,Ducula latrans,peipig1,Species,,,4.20,5,"",2082,3005
713090,Photo,White-faced Heron,Egretta novaehollandiae,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6066, 179.7137)",-16.6066000,179.7137000,"","",Unspecified,"","",,IBC1522122,,,,,,"",,,"White-faced Heron by Roy Wiles. A White-faced Heron photographed on the coast of the Natewa Peninsula, Vanua Levu, by Roy Wiles. IBC scientific name: Egretta novaehollandiae novaehollandiae. Elevation: 0 m. Date added to IBC: October 12, 2018.",,Egretta novaehollandiae,whfher1,Species,,,2.00,4,"",3672,4896
713091,Photo,Pacific Reef-Heron,Egretta sacra,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6073, 179.7129)",-16.6073000,179.7129000,"","",Unspecified,"","",,IBC1522142,,,,,,"",,,"Pacific Reef Egret by Roy Wiles. A Pacific Reef Egret photographed on the coast of the Natewa Peninsula, Vanua Levu, by Roy Wiles. IBC scientific name: Egretta sacra sacra. Elevation: 0 m. Date added to IBC: October 12, 2018.",,Egretta sacra,pacreh1,Species,,,3.00,4,"",3672,4896
713092,Photo,Fiji Parrotfinch,Erythrura pealii,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6307, 179.7474)",-16.6307000,179.7474000,"","",Unspecified,"","",,IBC1522144,,,,,,"",,,"Fiji Parrotfinch by Joe England. A Fiji Parrotfinch photographed in the forests of the Natewa Peninsula, Vanua Levu, by Joe England. Elevation: 247 m. Date added to IBC: October 12, 2018.",,Erythrura pealii,fijpar1,Species,,,2.00,4,"",3264,4928
713093,Photo,Northern Wattled-Honeyeater,Foulehaio taviunensis,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6313, 179.7483)",-16.6313000,179.7483000,"","",Unspecified,"","",,IBC1522145,,,,,,"",,,"Fiji Wattled Honeyeater by Greg Kerr. A Fiji Wattled Honeyeater photographed in the forests of the Natewa Peninsula by Greg Kerr. Elevation: 237 m. Date added to IBC: October 12, 2018.",,Foulehaio taviunensis,norwah1,Species,,,4.20,5,"",1300,1733
713094,Photo,Pacific Swallow (Pacific),Hirundo tahitica [javanica Group],,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.599, 179.7261)",-16.5990000,179.7261000,"","",Unspecified,"","",,IBC1522147,,,,,,"",,,"House Swallow by Joe England. House Swallows photographed on the coast of the Natewa Peninsula, Vanua Levu, by Joe England. IBC scientific name: Hirundo javanica subfusca. Elevation: 2 m. Date added to IBC: October 12, 2018.",,Hirundo tahitica,pacswa4,Group,,,2.00,4,"",3264,4928
713095,Photo,Fiji Bush Warbler,Horornis ruficapilla,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6329, 179.7489)",-16.6329000,179.7489000,"","",Unspecified,"","",,IBC1522148,,,,,,"",,,"Fiji Bush-Warbler by Joe England. A Fiji Bush-Warbler photographed in the forests of the Natewa Peninsula by Joe England. IBC scientific name: Horornis ruficapilla castaneopterus. Elevation: 234 m. Date added to IBC: October 12, 2018.",,Horornis ruficapilla,fibwar1,Species,,,4.00,5,"",3264,4928
713096,Photo,Polynesian Triller,Lalage maculosa,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6322, 179.7476)",-16.6322000,179.7476000,"","",Unspecified,"","",,IBC1522184,,,,,,"",,,"Polynesian Triller by Joe England. A Polynesian Triller photographed in the forests of the Natewa Peninsula by Joe England. IBC scientific name: Lalage maculosa woodi. Elevation: 238 m. Date added to IBC: October 13, 2018.",,Lalage maculosa,poltri1,Species,,,4.00,4,"",1908,3185
713097,Photo,Natewa Silktail,Lamprolia klinesmithi,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6316, 179.7479)",-16.6316000,179.7479000,"","",Unspecified,"","",,IBC1522185,,,,,,"",,,"Natewa Silktail by Gregg Kerr. A Natewa Silktail photographed in the forests of the Natewa Peninsula by Greg Kerr. Elevation: 236 m. Date added to IBC: October 13, 2018.",,Lamprolia klinesmithi,silkta3,Species,,,5.00,5,"",1291,1937
713098,Photo,Slaty Monarch,Mayrornis lessoni,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6321, 179.7471)",-16.6321000,179.7471000,"","",Unspecified,"","",,IBC1522186,,,,,,"",,,"Slaty Monarch by Joe England. A Slaty Monarch photographed in the forests of the Natewa Peninsula by Joe England. IBC scientific name: Mayrornis lessoni lessoni. Elevation: 240 m. Date added to IBC: October 13, 2018.",,Mayrornis lessoni,slamon1,Species,,,4.20,5,"",3264,4928
713099,Photo,Vanikoro Flycatcher,Myiagra vanikorensis,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6321, 179.7468)",-16.6321000,179.7468000,"","",Unspecified,"","",,IBC1522187,,,,,,"",,,"Vanikoro Flycatcher by Joe England. A Vanikoro Flycatcher photographed in the forests of the Natewa Peninsula by Joe England. IBC scientific name: Myiagra vanikorensis rufiventris. Elevation: 243 m. Date added to IBC: October 13, 2018.",,Myiagra vanikorensis,vanfly1,Species,,,4.00,4,"",1875,2813
713100,Photo,Orange-breasted Myzomela,Myzomela jugularis,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.631, 179.7481)",-16.6310000,179.7481000,"","",Unspecified,"","",,IBC1522188,,,,,,"",,,"Orange-breasted Myzomela by Joe England. An Orange-breasted Myzomela photographed in the forests of the Natewa Peninsula by Joe England. Elevation: 242 m. Date added to IBC: October 13, 2018.",,Myzomela jugularis,orbmyz1,Species,,,4.00,4,"",3264,4928
713101,Photo,Fiji Whistler (Fiji),Pachycephala vitiensis [graeffii Group],,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6319, 179.7479)",-16.6319000,179.7479000,"","",Unspecified,"","",,IBC1522189,,,,,,"",,,"Fiji Whistler by Joe England. A Fiji Whistler photographed in the forests of the Natewa Peninsula, Vanua Levu, by Joe England. IBC scientific name: Pachycephala vitiensis aurantiiventris. Elevation: 235 m. Date added to IBC: October 13, 2018.",,Pachycephala vitiensis,fijwhi1,Group,,,4.86,7,"",3264,4928
713102,Photo,Collared Lory,Vini solitaria,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.63, 179.7466)",-16.6300000,179.7466000,"","",Unspecified,"","",,IBC1522190,,,,,,"",,,"Collared Lory. A Collared Lory photographed in the forests of the Natewa Peninsula, Vanua Levu, by Joe England. Elevation: 258 m. Date added to IBC: October 13, 2018.",,Vini solitaria,collor1,Species,,,3.00,4,"",1943,1394
713103,Photo,Masked Shining-Parrot,Prosopeia personata,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6311, 179.7482)",-16.6311000,179.7482000,"","",Unspecified,"","",,IBC1522191,,,,,,"",,,"Masked Shining-parrot by Joe England. A Masked Shining-parrot photographed in the forests of the Natewa Peninsula, Vanua Levu, by Joe England. Elevation: 240 m. Date added to IBC: October 13, 2018.",,Prosopeia personata,maspar2,Species,,,3.00,4,"",3264,2160
713104,Photo,Many-colored Fruit-Dove,Ptilinopus perousii,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6324, 179.7468)",-16.6324000,179.7468000,"","",Unspecified,"","",,IBC1522192,,,,,,"",,,"Many-coloured Fruit-dove by Joe England. A Many-coloured Fruit-dove photographed in the forests of the Natewa Peninsula, Vanua Levu, by Joe England. IBC scientific name: Ptilinopus perousii mariae. Elevation: 244 m. Date added to IBC: October 13, 2018.",,Ptilinopus perousii,mcfdov1,Species,,,4.14,7,"",2688,1872
713105,Photo,Orange Dove,Ptilinopus victor,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6312, 179.748)",-16.6312000,179.7480000,"","",Unspecified,"","",,IBC1522193,,,,,,"",,,"Orange Dove by Joe England. An Orange Dove photographed in the forests of the Natewa Peninsula, Vanua Levu, by Joe England. IBC scientific name: Chrysoena victor victor. Elevation: 238 m. Date added to IBC: October 13, 2018.",,Ptilinopus victor,oradov1,Species,,,4.20,5,"",1718,3053
713106,Photo,Streaked Fantail (Fiji),Rhipidura verreauxi layardi/erythronota,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.632, 179.7474)",-16.6320000,179.7474000,"","",Unspecified,"","",,IBC1522194,,,,,,"",,,"Fiji Streaked Fantail by Joe England. A Fiji Streaked Fantail photographed in the forests of the Natewa Peninsula, Vanua Levu, by Joe England. IBC scientific name: Rhipidura layardi erythronota. Elevation: 238 m. Date added to IBC: October 13, 2018.",,Rhipidura verreauxi,strfan3,Group,,,3.00,4,"",3264,4928
713107,Photo,Pacific Kingfisher (Fiji),Todiramphus sacer [vitiensis Group],,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6313, 179.7486)",-16.6313000,179.7486000,"","",Unspecified,"","",,IBC1522195,,,,,,"",,,"Collared Kingfisher. A Collared Kingfisher photographed on the Natewa Peninsula, Vanua Levu, by Joe England. IBC scientific name: Todiramphus chloris vitiensis. Elevation: 237 m. Date added to IBC: October 13, 2018.",,Todiramphus sacer,sackin6,Group,,,4.00,4,"",1776,2768
713108,Photo,Island Thrush (Vanua Levu),Turdus poliocephalus vitiensis,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6332, 179.747)",-16.6332000,179.7470000,"","",Unspecified,"","",,IBC1522196,,,,,,"",,,"Island Thrush by Dave Byng. An Island Thrush photographed in the forests of the Natewa Peninsula, Vanua Levu, by Dave Byng. Elevation: 252 m. Date added to IBC: October 13, 2018.",,Turdus poliocephalus,islthr39,Group,,,3.00,4,"",413,441
713109,Photo,Silvereye,Zosterops lateralis,,Tom Martin,,,,,,Fiji,FJ-N,Northern,,"Natewa Forest (-16.6318, 179.7471)",-16.6318000,179.7471000,"","",Unspecified,"","",,IBC1522197,,,,,,"",,,"Silvereye by Joe England. A Silvereye photographed in the forests of the Natewa Peninsula, Vanua Levu, by Joe England. IBC scientific name: Zosterops lateralis flaviceps. Elevation: 240 m. Date added to IBC: October 13, 2018.",,Zosterops lateralis,silver3,Species,,,4.20,5,"",3264,4928
713110,Photo,Great Crested Grebe,Podiceps cristatus,,mark broomhall,,,,,,Australia,AU-VIC-BAL,Victoria,Ballarat,"Lake Wendouree (-37.549, 143.8256)",-37.5490000,143.8256000,"","",Unspecified,"","",,IBC1522282,,,,,,"",,,"Armure. Elevation: 449 m. Date added to IBC: October 13, 2018.",,Podiceps cristatus,grcgre1,Species,,,4.71,7,"",2494,3273
713112,Photo,Augur Buzzard (Augur),Buteo augur augur,,Nathalie SANTA MARIA,2018-01-28,2018,1,28,,,,,,,,,"","",Unspecified,"","",,IBC1522549,,,,,,"",,,"Immature melanistic morph, back view. On a electric pole. Date added to IBC: October 15, 2018.",,Buteo augur,augbuz1,Species,,,5.00,4,"",666,1000
713113,Photo,Greater Sand-Plover,Charadrius leschenaultii,,shantilal  Varu,,,,,,India,IN-GJ-JA,Gujarat,Jamnagar,"Jamnagar District (22.4783, 70.0529)",22.4783000,70.0529000,"","",Unspecified,"","",,IBC1522573,,,,,,"",,,"wading. Migrant. Elevation: 18 m. Date added to IBC: October 15, 2018.",,Charadrius leschenaultii,grsplo,Species,,,2.00,4,"",640,407
713115,Photo,Pearly-vented Tody-Tyrant,Hemitriccus margaritaceiventer,,Margareta Wieser,2018-10-11,2018,10,11,,,,,,,,,"","",Unspecified,"","",,IBC1522838,,,,,,"",,,"Perched on a branch. IBC scientific name: Hemitriccus margaritaceiventer impiger. Date added to IBC: October 17, 2018.",,Hemitriccus margaritaceiventer,pvttyr1,Species,,,4.00,4,"",1296,1949
713116,Photo,Pearly-vented Tody-Tyrant,Hemitriccus margaritaceiventer,,Margareta Wieser,2018-10-11,2018,10,11,,,,,,,,,"","",Unspecified,"","",,IBC1522839,,,,,,"",,,"Perched on a branch. IBC scientific name: Hemitriccus margaritaceiventer impiger. Date added to IBC: October 17, 2018.",,Hemitriccus margaritaceiventer,pvttyr1,Species,,,4.00,4,"",1408,2020
713117,Photo,"Steller's Eider",Polysticta stelleri,,Dubi Shapiro,,,,,,United States,US-AK-185,Alaska,North Slope,"Barrow (71.2951, -156.7818)",71.2951000,-156.7818000,"","",Unspecified,"","",,IBC1522873,,,,,,"",,,"A Male resting on the edge of a frozen lake . Elevation: 2 m. Date added to IBC: October 18, 2018.",,Polysticta stelleri,steeid,Species,,,5.00,6,"",533,800
713118,Photo,Lizard Buzzard,Kaupifalco monogrammicus,,Raymond Marsh,2017-12-02,2017,12,2,,,,,,,,,"","",Unspecified,"","",,IBC1523052,,,,,,"",,,"Lizard Buzzard in the hand after ringing. IBC scientific name: Kaupifalco monogrammicus monogrammicus. Date added to IBC: October 19, 2018.",,Kaupifalco monogrammicus,lizbuz1,Species,,,4.33,6,In-hand,3648,5472
713119,Photo,Red-cheeked Cordonbleu,Uraeginthus bengalus,,Raymond Marsh,,,,,,Gambia,GM-,Gambia,,Gambia,13.4474161,-15.3762640,"","",Unspecified,"","",,IBC1523053,,,,,,"",,,"Red-cheeked Cordon-bleu. IBC scientific name: Uraeginthus bengalus bengalus. Original IBC location name and coordinates: Gambia (13.5285,-15.3809). Elevation: 2 m. Date added to IBC: October 19, 2018.",,Uraeginthus bengalus,reccor,Species,,,3.80,5,"",3648,5472
